,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
historically,6.471902479177861e-06,0.0,0.0,0.0,3.779743730250521e-06,0.0,0.0,0.0,5.734775015357262e-06,3.490612786853246e-06,1.0549579671185257e-05,5.085902473029534e-06,0.0,0.0,8.775383679226897e-06,0.0,1.0968447350381913e-05,0.0,1.797918809189269e-05,1.545369288085752e-05
infringing,1.2943804958355722e-05,8.396503974895472e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.734837904966233e-06,0.0,2.1099159342370515e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7979806230794774e-05,0.0
factory,4.166871335572469e-06,1.2162255218448199e-05,7.703392332404327e-06,0.0,3.8920343904626104e-05,8.768530305113756e-06,4.8729996199214226e-05,0.0,4.9818597006911365e-05,2.359195443150375e-05,0.0,1.3096576056693072e-05,0.0,2.0346862320662455e-05,4.376686463439617e-05,2.43465770401266e-05,1.2357383891214463e-05,0.00014415078680143068,8.68171018802129e-06,1.658097326357419e-05
tyranny,3.372274645896198e-05,2.187595529649704e-05,0.0,0.0,0.0,1.5771320197999383e-05,0.0,0.0,4.980608064523277e-06,6.063074313320706e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.7631037700221636e-06,0.0,0.0,0.0
aid,1.4582245164507394e-05,1.2162255218448199e-05,0.0,0.0,1.3382928200300006e-05,1.16909678225569e-05,9.141173007646013e-06,0.0,9.230116246166747e-06,3.3710889676612398e-06,1.0187796206739844e-05,1.637294893925323e-06,1.0229064065557433e-05,0.0,2.118319844595995e-05,1.54949057544184e-05,9.709678481764532e-06,4.512193399178851e-06,5.788005770044565e-06,1.3265301154830473e-05
instituted,1.2943804958355722e-05,8.396503974895472e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1099159342370515e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7979806230794774e-05,1.0302867862285733e-05
intimidation,1.1241471935130916e-05,0.0,0.0,0.0,0.0,1.5771320197999383e-05,0.0,0.0,0.0,0.0,0.0,8.834037610937125e-06,0.0,0.0,7.6213976540327105e-06,1.1945154195414978e-05,4.7631037700221636e-06,0.0,0.0,0.0
country’s,1.2943804958355722e-05,8.396503974895472e-06,0.0,0.0,0.0,0.0,3.7861472989488954e-05,0.0,5.734837904966233e-06,6.981225573706492e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retired,9.802169872133189e-06,0.0,0.0,0.0,1.1449231404036119e-05,0.0,1.4336511787177548e-05,0.0,8.685736390474473e-06,5.286788483704445e-06,0.0,0.0,0.0,0.0,6.645591867239403e-06,0.0,8.306432271614204e-06,0.0,0.0,0.0
vanish,1.2943804958355722e-05,8.396503974895472e-06,0.0,0.0,7.559487460501042e-06,0.0,0.0,0.0,0.0,6.981225573706492e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0302867862285733e-05
erode,7.455651676487584e-06,4.8363992766016216e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.303275503463515e-06,4.021196728473787e-06,1.215314841575043e-05,5.8589753818898535e-06,0.0,0.0,0.0,0.0,3.159020705933605e-06,0.0,1.0356396198709081e-05,5.934467824354377e-06
cannabis,4.918259066370285e-06,1.5947537695803316e-05,1.0909813974946988e-05,0.00010842016483861671,6.318946740297234e-06,5.520062717784717e-06,8.631341813515656e-06,6.691360629889655e-06,2.7440309817508127e-05,1.5381185635595428e-05,0.0,2.3179114979702754e-05,0.0,9.607070845193987e-06,1.0001959269733466e-05,1.9851853038640732e-05,2.5008044400942687e-06,1.4908695795317032e-05,1.2295056309865731e-05,2.1131092817494293e-05
voteit,1.7713374414308776e-05,1.149047124528435e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
obvious,7.455651676487584e-06,0.0,2.756619238235686e-05,0.0,0.0,0.0,0.0,0.0,3.303275503463515e-06,4.021196728473787e-06,0.0,5.8589753818898535e-06,3.6604178491140295e-05,0.0,5.054719393008543e-06,7.922352999399381e-06,6.317975152374459e-06,0.0,0.0,0.0
hand,3.33026739295533e-06,8.640815175691963e-06,0.0,0.0,1.1668884963101801e-05,9.344130365431609e-06,0.0,1.5102271128153002e-05,4.426393522166747e-06,1.436806294439717e-05,0.0,7.85090150749677e-06,1.6350241047257483e-05,0.0,4.5155770226182615e-06,2.122960090972322e-05,1.1287664022418503e-05,0.0,9.251607861348226e-06,1.0602532166596752e-05
scramble,1.1241471935130916e-05,7.2922192578366146e-06,4.156371454449081e-05,0.0,0.0,1.5771320197999383e-05,0.0,0.0,4.980608064523277e-06,0.0,0.0,0.0,0.0,0.0,7.6213976540327105e-06,0.0,0.0,0.0,0.0,0.0
relate,4.022212166244411e-06,5.218245841546761e-06,2.9740372531099498e-05,0.0,2.3490667954302885e-06,1.128560274718967e-05,0.0,1.8240138554061594e-05,3.564096015299452e-06,4.338692629200412e-06,0.0,3.160829272252967e-06,0.0,0.0,8.180561164885865e-06,0.0,3.408452758603435e-06,0.0,1.1173856422446259e-05,3.2015563117816378e-06
27,1.1241471935130916e-05,7.2922192578366146e-06,0.0,0.0,0.0,1.5771320197999383e-05,1.6441614153352446e-05,0.0,4.980608064523277e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.947863499015525e-06
belongs,7.455651676487584e-06,4.8363992766016216e-06,2.756619238235686e-05,0.0,4.354276469678133e-06,0.0,0.0,0.0,6.60647855790295e-06,0.0,0.0,5.8589753818898535e-06,0.0,0.0,0.0,0.0,3.159020705933605e-06,1.6146651493387342e-05,1.0356396198709081e-05,0.0
properly,1.0743531147850104e-05,3.484808060347671e-06,0.0,1.5621190228793938e-05,9.4117320726717e-06,0.0,1.1785021704601785e-05,0.0,5.950170953201569e-06,1.0140334209014248e-05,0.0,1.0553380152876775e-05,0.0,6.559105947543949e-06,1.0925606564519181e-05,8.562218235948176e-06,5.690336525059181e-06,1.1633834496744174e-05,3.7311469077736174e-06,1.2826966030724463e-05
allegiance,1.7713374414308776e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,0.0,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
prayers,2.232631454652722e-05,1.448321256232309e-05,0.0,0.0,3.2600156484693504e-06,0.0,0.0,0.0,2.4731387424493406e-06,0.0,3.639149660403005e-05,4.386572961539464e-06,2.7405286621431148e-05,1.3630589469475132e-05,0.0,0.0,9.46024718963876e-06,0.0,7.753759758859728e-06,4.443093613245742e-06
terminals,1.5027292193774247e-05,0.0,0.0,0.0,8.776293158743045e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5967955391430575e-05,0.0,0.0,0.0,1.1961259173676672e-05
map,1.5027292193774247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,0.0,0.0,0.0,0.0,1.5967955391430575e-05,6.3671868341107225e-06,0.0,0.0,0.0
boundaries,1.94147463670113e-05,0.0,0.0,0.0,1.1338903374112002e-05,0.0,9.465710897540774e-06,1.4675384873033662e-05,5.734775015357262e-06,3.490612786853246e-06,0.0,5.085902473029534e-06,0.0,0.0,4.38776546848713e-06,1.3753686405207958e-05,0.0,0.0,0.0,5.151433931142866e-06
sweep,1.1241471935130916e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.980608064523277e-06,0.0,0.0,0.0,0.0,2.7450390336224548e-05,0.0,1.1945154195414978e-05,0.0,2.434557534141205e-05,1.561515240633285e-05,0.0
extinct,8.555389714596386e-06,5.549787251623869e-06,3.163231451951454e-05,0.0,0.0,0.0,0.0,0.0,7.580960210658869e-06,0.0,0.0,0.0,0.0,0.0,4.639703370793167e-05,9.090931323979773e-06,0.0,0.0002962154338789391,0.0,1.3619382165115754e-05
covid,5.581993082924964e-06,0.0,2.063861106684456e-05,3.2462660724819734e-05,3.2600156484693504e-06,7.83130543418486e-06,0.0,1.2657467740605041e-05,9.892229527017656e-06,9.031682546223858e-06,0.0,0.0,0.0,0.0,7.5687375010755295e-06,1.1862506059940288e-05,0.0,0.0,0.0,8.886012160227382e-06
inhabited,1.5027292193774247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4495365427777632e-05,0.0,7.377781441079477e-05,0.0,0.0,0.0,0.0,0.0,2.0873908613956618e-05,0.0
conditions,3.0347973975669064e-06,2.9529378269622522e-06,5.610500809861383e-06,1.7647076531784967e-05,5.31692714855166e-06,6.386257411710996e-06,4.438599933775911e-06,6.881349470834103e-06,1.6803330660055816e-05,8.183290958176153e-06,0.0,5.9618732248811725e-06,0.0,0.0,1.2343064260907393e-05,1.2897011272229984e-05,7.071710310830142e-06,5.2538581413192585e-05,4.215494896153362e-06,3.623354020938914e-06
activities,4.166871335572469e-06,5.405880668995991e-06,3.080511309753059e-05,2.4229985637888782e-05,1.0949985030043324e-05,8.768530305113756e-06,6.094335934567753e-06,9.44830712029212e-06,4.615311152719122e-06,7.86545427606259e-06,0.0,9.822814084708758e-06,0.0,0.0,2.825042549759168e-06,8.854930369416231e-06,5.296465952361986e-06,0.0,2.8941023831618445e-06,6.633173203733484e-06
capital,6.250152310653287e-06,2.7030271285489993e-06,0.0,0.0,1.4599347047209401e-05,4.382439452985589e-05,1.2187789527169985e-05,1.4171665398134875e-05,1.1998756439940292e-05,5.053800490041456e-05,6.792138139580999e-06,4.254898026110966e-05,0.0,1.5261068840895415e-05,3.247654630753063e-05,2.2133833742093746e-05,5.469803312997427e-05,0.0,8.68171018802129e-06,3.4812502199555146e-05
ignored,5.581993082924964e-06,3.620977545583505e-06,0.0,0.0,9.779764204711574e-06,0.0,8.164142294330758e-06,2.5313514810292052e-05,7.419253503578975e-06,6.0212020759082405e-06,0.0,4.386572961539464e-06,0.0,0.0,3.784432255181865e-06,0.0,7.095259800060871e-06,0.0,0.0,8.886012160227382e-06
peaceful,4.022212166244411e-06,5.218245841546761e-06,1.487154700735494e-05,0.0,7.046996652059675e-06,0.0,0.0,9.12058112286846e-06,7.128035696884698e-06,1.5184410705479078e-05,0.0,3.160829272252967e-06,0.0,0.0,5.453798958128437e-06,4.27399052452503e-06,1.704083413290242e-05,0.0,2.7931760338270867e-05,3.2015563117816378e-06
scare,1.1241471935130916e-05,7.2922192578366146e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.832425692176403e-05,1.7667731571967917e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.561515240633285e-05,8.947863499015525e-06
arabic,7.455651676487584e-06,4.8363992766016216e-06,0.0,0.0,4.354276469678133e-06,0.0,0.0,1.6906088771231472e-05,0.0,8.04228609473525e-06,3.64565035855551e-05,0.0,0.0,0.0,0.0,7.922352999399381e-06,3.159020705933605e-06,0.0,0.0,5.934467824354377e-06
drive,6.660369933444627e-06,1.7280520633883672e-05,3.693278514822044e-05,3.872945786751013e-05,1.1668884963101801e-05,0.0,1.4611344808460846e-05,0.0,1.1803068908992423e-05,5.388383224483011e-06,5.428530683422115e-06,5.234036138784965e-06,0.0,1.6263282191569323e-05,9.030850966049767e-06,0.0,2.822093567730488e-06,0.0,0.0,7.9520557776395e-06
playing,1.5174362562945147e-06,0.0,5.610500809861383e-06,8.824808205211388e-06,8.862185723961356e-07,0.0,2.2193803064466297e-06,0.0,2.689151977955884e-06,1.6368329735857148e-06,1.4838066165858331e-05,4.769591341022436e-06,7.449986934005961e-06,1.4818937242494719e-05,2.0575225601121263e-06,6.449183926397523e-06,5.143223836236492e-06,3.2863008435717027e-06,4.215494896153362e-06,1.2078322632597784e-06
substance,5.581993082924964e-06,7.241838816203807e-06,2.063861106684456e-05,3.2462660724819734e-05,0.0,0.0,0.0,1.2657467740605041e-05,7.419253503578975e-06,6.0212020759082405e-06,0.0,0.0,0.0,0.0,1.5136966999121744e-05,1.779329113687581e-05,7.095259800060871e-06,0.0,0.0,8.886012160227382e-06
scheme,1.7110355926534906e-05,0.0,0.0,0.0,9.992954404166807e-06,1.200285793410192e-05,2.5025072429312228e-05,0.0,3.7905216730999225e-06,4.614339111314378e-06,0.0,0.0,0.0,2.0891284388680594e-05,0.0,0.0,3.624988723785692e-06,0.0,0.0,0.0
generalneutral,9.802169872133189e-06,6.358559832967556e-06,0.0,0.0,0.0,0.0,0.0,2.2226944229648433e-05,4.342915820694535e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.153259692482747e-06,0.0,1.3615866084919547e-05,7.802223633713924e-06
evolving,1.7713374414308776e-05,0.0,0.0,0.0,1.034502854446111e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
replace,1.4910934288747067e-05,9.672643249244343e-06,2.756619238235686e-05,4.335911694276519e-05,8.70842705498017e-06,0.0,1.0904528235623492e-05,0.0,1.3212667332554735e-05,0.0,0.0,0.0,0.0,0.0,5.054719393008543e-06,0.0,0.0,3.229157209207432e-05,0.0,0.0
stressed,1.5027292193774247e-05,0.0,0.0,0.0,8.776293158743045e-06,0.0,0.0,0.0,6.6579406255830396e-06,8.104951898167625e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turn,1.5174362562945147e-06,3.937187223846057e-06,5.610500809861383e-06,0.0,3.5447205693241147e-06,1.7027063950707544e-05,8.876557244133652e-06,3.4408678364767675e-06,4.705861152611204e-06,7.365060164962977e-06,2.4735098733684325e-06,7.1541087353882e-06,7.449986934005961e-06,0.0,5.143547472272123e-06,6.449183926397523e-06,7.714512174883032e-06,3.2863008435717027e-06,0.0,3.623354020938914e-06
obligations,9.802169872133189e-06,1.2716915483141574e-05,0.0,0.0,5.724698454008917e-06,0.0,0.0,0.0,4.342915820694535e-06,0.0,0.0,7.702971445279055e-06,0.0,0.0,0.0,1.0415756161465565e-05,4.153259692482747e-06,0.0,0.0,0.0
suffering,1.5174362562945147e-06,7.873868804940216e-06,0.0,8.824808205211388e-06,6.20299201699384e-06,4.257652772880099e-06,0.0,6.881349470834103e-06,9.410999969695582e-06,5.728533051620333e-06,4.946820165514769e-06,8.34629787615753e-06,0.0,3.70540599896437e-06,9.257764120162792e-06,3.2247615714411585e-06,9.000075465166866e-06,1.314308995978158e-05,6.323024966024629e-06,3.623354020938914e-06
accepted,6.471902479177861e-06,4.198251987447736e-06,2.3928922187110216e-05,0.0,0.0,9.079811512081259e-06,0.0,0.0,5.734775015357262e-06,1.0471558777250341e-05,0.0,0.0,0.0,0.0,8.775383679226897e-06,0.0,5.4843387038837176e-06,0.0,2.6967855014514608e-05,5.151433931142866e-06
iccpr,1.7713374414308776e-05,1.149047124528435e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bottom,5.581993082924964e-06,3.620977545583505e-06,0.0,0.0,3.2600156484693504e-06,0.0,3.2653023104862953e-05,0.0,2.4731387424493406e-06,6.0212020759082405e-06,0.0,8.77297528248923e-06,0.0,0.0,3.784432255181865e-06,5.9314090252632025e-06,1.182518497742587e-05,0.0,0.0,4.443093613245742e-06
bloodshed,7.455651676487584e-06,4.8363992766016216e-06,2.756619238235686e-05,0.0,4.354276469678133e-06,0.0,0.0,0.0,3.303275503463515e-06,8.04228609473525e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.159020705933605e-06,0.0,1.0356396198709081e-05,5.934467824354377e-06
arabians,1.1241471935130916e-05,1.458420435168983e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063074313320706e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.7631037700221636e-06,0.0,1.561515240633285e-05,8.947863499015525e-06
desire,4.769569455953055e-06,6.187835188896671e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.1131891120401606e-06,0.0,7.774677250578772e-06,3.7481351379075882e-06,0.0,2.3292079836754046e-05,9.700570992262382e-06,1.0135993673589756e-05,2.0209056596971334e-06,1.0329422446283098e-05,1.3250043034767673e-05,7.5927095492636364e-06
view,6.069294364761837e-06,9.843442170690692e-07,0.0,1.7647076531784967e-05,2.6585788555768658e-06,6.386257411710996e-06,2.2193803064466297e-06,1.0321444989743124e-05,2.689151977955884e-06,3.2735785468631018e-06,7.419930908643812e-06,3.5772630802179724e-06,7.449986934005961e-06,1.1114874511976237e-05,0.0,0.0,3.857498778834164e-06,6.572249401053855e-06,6.323024966024629e-06,7.246279791616393e-06
tutor,1.2943804958355722e-05,0.0,0.0,0.0,1.5118756372324894e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0171804946059068e-05,0.0,0.0,0.0,1.3754048134901598e-05,5.48439622065006e-06,0.0,0.0,0.0
recognized,5.372031476587298e-06,3.484808060347671e-06,0.0,0.0,6.274669435719975e-06,1.1304601704484639e-05,1.1785021704601785e-05,6.0877605269586106e-05,1.1900863914233544e-06,0.0,1.7511765162472485e-05,4.221598374882826e-06,0.0,1.3117419110164566e-05,1.8210872074629625e-06,2.8542228714352015e-06,3.414273524866184e-06,0.0,1.1192671106138567e-05,1.0689348921507342e-05
goes,1.4582245164507394e-05,9.459835550737901e-06,0.0,0.0,7.300306553046771e-06,5.84588984765781e-06,3.0472782759998463e-06,0.0,9.230116246166747e-06,7.86545427606259e-06,6.78721061307777e-05,1.8006741598116033e-05,0.0,2.5432041314406482e-05,7.0622508581792165e-06,1.1068371895632541e-05,7.944449000925975e-06,4.059233610650254e-05,1.1575215664431468e-05,1.3265301154830473e-05
actions,1.0416404926465949e-05,8.108560643625818e-06,7.703392332404327e-06,0.0,4.867011730263334e-06,1.4613202428177802e-05,0.0,1.4171665398134875e-05,9.231027206168059e-07,8.988970617093918e-06,1.0187796206739844e-05,1.3096576056693072e-05,0.0,0.0,8.474558836047349e-06,8.854930369416231e-06,6.179145479894537e-06,4.512193399178851e-06,8.68171018802129e-06,6.633173203733484e-06
doctrine,1.1241471935130916e-05,7.2922192578366146e-06,4.156371454449081e-05,0.0,0.0,0.0,0.0,0.0,4.980608064523277e-06,6.063074313320706e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.561515240633285e-05,0.0
research,2.773850767639891e-05,3.416855385319389e-06,7.0810728136547465e-06,0.0,1.732632684095541e-05,4.0307681854173735e-06,7.702361228856318e-06,3.2575953951939514e-06,1.3994610992081106e-05,1.8080068157820201e-06,1.3262915677112892e-05,5.643859352916952e-06,4.70207314225938e-06,1.0520225491170367e-05,1.2006544418960004e-05,3.5617644233401648e-06,2.840552308408448e-06,1.0367034103635505e-05,4.655846028344518e-06,1.3714073441174826e-05
detrimental,4.022212166244411e-06,0.0,0.0,0.0,2.3490667954302885e-06,1.128560274718967e-05,1.1765232694730123e-05,0.0,7.128035696884698e-06,8.677153589635806e-06,0.0,6.321535586156516e-06,0.0,1.9642378156291673e-05,2.7269452385534044e-06,1.2821297164841504e-05,1.7042442523025927e-06,0.0,1.1173856422446259e-05,3.2015563117816378e-06
facts,1.4910934288747067e-05,4.8363992766016216e-06,0.0,0.0,8.70842705498017e-06,0.0,0.0,0.0,0.0,8.04228609473525e-06,0.0,0.0,0.0,0.0,1.010926914463659e-05,7.922352999399381e-06,6.317975152374459e-06,1.6146651493387342e-05,0.0,3.560329987672126e-05
back,5.901764827689836e-06,6.38055091570572e-06,7.2738747723690975e-06,0.0,9.190531164502244e-06,1.2417985539046437e-05,8.631341813515656e-06,4.461157422764823e-06,8.279640215571275e-06,1.5381185635595428e-05,1.6035687445651729e-06,7.729376081978834e-06,0.0,2.402203164757089e-06,9.335318579414071e-06,1.671866806467261e-05,7.501469383019787e-06,6.390810685803446e-06,1.092931453713518e-05,7.828950838462167e-06
continues,1.907686131873841e-05,0.0,0.0,0.0,1.392690015225349e-05,6.691508685918124e-06,0.0,2.1629293563853604e-05,4.226331876602278e-06,7.71717853612265e-06,0.0,3.7481351379075882e-06,0.0,0.0,9.700570992262382e-06,5.068130127964178e-06,6.062589817235863e-06,0.0,1.987438129415986e-05,1.5184820799834778e-05
option,4.789245465065821e-07,2.4851054078982128e-06,1.7707541551690467e-06,5.569669295888838e-06,5.593983811294237e-07,0.0,1.400885507770016e-06,1.0859870135156972e-06,1.4852369640493412e-06,1.5497408138258553e-06,7.806750296551565e-07,7.527048396982203e-07,2.3513222377864865e-06,2.3388167162739254e-06,2.5972724877641736e-06,5.089037795942058e-07,1.6232748711082118e-06,1.0372034638444175e-06,1.3304703726870866e-06,7.624031919901397e-07
upbringing,1.7713374414308776e-05,0.0,0.0,0.0,1.034502854446111e-05,0.0,0.0,4.016602347864033e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
showed,1.2943804958355722e-05,0.0,0.0,0.0,7.559487460501042e-06,1.8159623024162517e-05,1.8931421795081547e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77553093697426e-06,0.0,0.0,0.0,0.0,0.0
threestrikes,4.022212166244411e-06,5.218245841546761e-06,0.0,0.0,1.1744654889247615e-05,4.513300871378756e-05,0.0,0.0,5.346085396958198e-06,6.072062395228999e-05,6.556441145200377e-06,8.214162446411635e-05,0.0,0.0,5.179631573719319e-05,2.5640571458085173e-05,6.814190301720506e-05,0.0,5.5871202942945595e-06,2.240824543623863e-05
europe,6.224170600292973e-06,6.832504428141404e-06,5.311290443449915e-06,0.0,8.387581341853816e-06,1.8125246469707975e-05,7.002399914673648e-06,1.5192736066340999e-05,8.483998789600737e-06,1.497043912682748e-05,2.105614575839196e-05,1.2788024573709855e-05,4.70207314225938e-06,1.1694790343353646e-06,6.816353683023029e-06,1.4239196661803455e-05,1.0343713950356108e-05,5.184905692327777e-06,9.309452515481387e-06,9.525724268284366e-06
fatal,9.802169872133189e-06,6.358559832967556e-06,0.0,0.0,0.0,1.3752038930549075e-05,0.0,0.0,4.342915820694535e-06,5.286788483704445e-06,0.0,0.0,0.0,0.0,6.645591867239403e-06,0.0,0.0,0.0,0.0,7.802223633713924e-06
constitution,1.879978375005053e-05,1.5679874082508864e-05,0.0,0.0,3.137425418487903e-06,3.7684622638974623e-06,3.928624979811822e-06,0.0,3.570180870800961e-06,1.0140334209014248e-05,4.8143761394754695e-05,1.8994606661021384e-05,0.0,0.0,9.104824903474534e-06,2.8542228714352015e-06,1.0242176122112858e-05,5.817229047104244e-06,2.2383033889743763e-05,8.551647596101291e-06
disavows,1.5027292193774247e-05,9.748039239071606e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.6579406255830396e-06,8.104951898167625e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allowing,3.351974052798368e-06,2.7956987045435594e-06,1.0619666598442246e-05,0.0,3.635511436117313e-06,6.719113312939112e-07,4.202048118652556e-06,1.0859870135156972e-06,4.455027023911031e-06,3.6156758081438138e-06,1.5612870686272532e-06,3.7629387093416504e-06,4.70207314225938e-06,2.3388167162739254e-06,3.571069931899083e-06,5.596469788588807e-06,3.4491335962725126e-06,6.2215534618449386e-06,5.985676312192641e-06,1.9058953391474263e-06
nondenominational,1.7713374414308776e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8873836592949287e-05,0.0,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
subjects,2.2365847873248062e-05,9.672643249244343e-06,2.756619238235686e-05,0.0,1.3062451763251541e-05,0.0,1.0904528235623492e-05,0.0,0.0,0.0,0.0,1.1717722845761939e-05,0.0,0.0,1.010926914463659e-05,1.58442892850727e-05,0.0,0.0,0.0,5.934467824354377e-06
devices,1.20660392045744e-05,1.0436156567925096e-05,1.487154700735494e-05,4.677645313294489e-05,4.698065678129263e-06,5.6429973178054795e-06,0.0,9.12058112286846e-06,5.346085396958198e-06,0.0,0.0,9.48211895124052e-06,1.9747404848157767e-05,0.0,2.7269452385534044e-06,0.0,3.408452758603435e-06,1.742081843033324e-05,0.0,0.0
passion,3.0053840517497347e-05,1.9495765454135317e-05,0.0,0.0,1.7552332590329254e-05,0.0,4.395580892405671e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
